Movie Title,Director,Count,Picked By
L’avventura,Michelangelo Antonioni,5,"JOSEPH KOSINSKI, JACQUES AUDIARD, ROGER & JAMES DEAKINS, ALEXANDER PAYNE, BENJAMIN MILLEPIED"
A Face in the Crowd,Elia Kazan,5,"ARI ASTER, JULIA FOX, MOLLY RINGWALD, MARC MARON, NEAL BRENNAN"
Quadrophenia,Franc Roddam,5,"SIMON PEGG, DYLAN BAKER, LILY GLADSTONE & ERICA TREMBLAY, ISABEL SANDOVAL, NICOLAS WINDING REFN"
Eclipse Series 2: The Documentaries of Louis Malle,Collector’s Set,5,"FRANÇOIS GIRARD, JULIETTE BINOCHE AND RALPH FIENNES, PAYAL KAPADIA, JENNI OLSON, THE QUAY BROTHERS"
L’argent,Robert Bresson,5,"FRANÇOIS GIRARD, JOSH AND BENNY SAFDIE, ANNIE BAKER AND LUCIAN JOHNSTON, HLYNUR PÁLMASON, TYLER MITCHELL"
Three Colors,Collector’s Set,5,"DIEGO LUNA, DENIS VILLENEUVE, JOHNNIE TO, BARRY JENKINS, LEE UNKRICH"
Trilogy of Life,Collector’s Set,5,"NATASHA LYONNE, PAYAL KAPADIA, SARITA CHOUDHURY, LAURIE ANDERSON, SAUL WILLIAMS AND ANISIA UZEYMAN"
A Special Day,Ettore Scola,5,"CLAUDE LELOUCH, CHIARA MASTROIANNI, SARITA CHOUDHURY, CHARLES MELTON, ALEXANDER PAYNE"
La notte,Michelangelo Antonioni,5,"JIA ZHANGKE, GRIFFIN DUNNE, WALTER SALLES, AGNIESZKA HOLLAND, PARK CHAN-WOOK"
Good Morning,Yasujiro Ozu,5,"JIA ZHANGKE, PAUL DANO, MICHAEL CERA, FIVE COMICS, IRA SACHS"
Sullivan’s Travels,Preston Sturges,5,"KEVIN BACON, JOHN LITHGOW, KIM CATTRALL, JAMES L. BROOKS, ETHAN HAWKE AND JONATHAN MARC SHERMAN"
Eclipse Series 3: Late Ozu,Collector’s Set,5,"KARYN KUSAMA, JULIETTE BINOCHE AND RALPH FIENNES, ISABELLE HUPPERT, HIDEO KOJIMA, TYLER MITCHELL"
La Ciénaga,Lucrecia Martel,5,"AZAZEL JACOBS, BARRY JENKINS, TYLER MITCHELL, MATÍAS PIÑEIRO, RAVEN JACKSON"
A Film Trilogy by Ingmar Bergman,Collector’s Set,5,"DENIS VILLENEUVE, AMIR NADERI, THEODORE WITCHER, EUZHAN PALCY, RENATE REINSVE"
Cure,Kiyoshi Kurosawa,5,"CHIARA MASTROIANNI, ARI ASTER, KOJI YAKUSHO, KOJI YAKUSHO, CHARLES MELTON"
The Essential Jacques Demy,Collector’s Set,5,"JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON, BARRY JENKINS, PAUL DANO, JOACHIM TRIER, ETHAN HAWKE AND JONATHAN MARC SHERMAN"
Rumble Fish,Francis Ford Coppola,5,"FRANCIS FORD COPPOLA, BEN WHEATLEY, WILCO, RODRIGO PRIETO, ETHAN HAWKE AND JONATHAN MARC SHERMAN"
His Girl Friday,Howard Hawks,5,"KEVIN SMITH, CLAIRE DENIS, ALICIA MALONE, ALDEN EHRENREICH, RON SHELTON"
High and Low,Akira Kurosawa,5,"GINTS ZILBALODIS, AYO EDEBIRI, HIDEO KOJIMA, GARRETT BRADLEY, JOACHIM TRIER"
Onibaba,Kaneto Shindo,5,"JENNIFER KENT, WILLEM DAFOE, HIDEO KOJIMA, LILA AVILÉS, MANUEL GARCIA-RULFO"
A Man Escaped,Robert Bresson,5,"JENNIFER KENT, BILL HADER, CATE BLANCHETT AND TODD FIELD, JOSH AND BENNY SAFDIE, GARRETT BRADLEY"
Seconds,John Frankenheimer,5,"MICHAEL SHANNON, PAUL GIAMATTI, BEN WHEATLEY, SUSANNA HOFFS, LEE UNKRICH"
Female Trouble,John Waters,5,"LEE DANIELS, MARC MARON, ST. VINCENT, VICKY KRIEPS, JACQUELINE NOVAK AND JOHN EARLY"
Ratcatcher,Lynne Ramsay,5,"BARRY JENKINS, HLYNUR PÁLMASON, GINA PRINCE-BYTHEWOOD, DESIREE AKHAVAN, RAVEN JACKSON"
Crumb,Terry Zwigoff,5,"CHELSEA PERETTI, BEN WHEATLEY, FIVE COMICS, OWEN KLINE, PHILIP KAUFMAN"
Petite maman,Céline Sciamma,4,"JODIE FOSTER, AIMEE LOU WOOD, AMELIA DIMOLDENBERG, BILL HADER"
La haine,Mathieu Kassovitz,4,"JODIE FOSTER, RZA, JR, BARRY JENKINS"
Wings of Desire,Wim Wenders,4,"JODIE FOSTER, ATOM EGOYAN, ALAN PALOMO, PATRICK BRICE"
Berlin Alexanderplatz,Rainer Werner Fassbinder,4,"JODIE FOSTER, MIKE LEIGH, ETHAN HAWKE AND JONATHAN MARC SHERMAN, BARBARA SUKOWA"
Walkabout,Nicolas Roeg,4,"ATOM EGOYAN, ARI ASTER, JOSH AND BENNY SAFDIE, ALICIA MALONE"
Il posto,Ermanno Olmi,4,"WAGNER MOURA, CHARLES BURNETT, MAURA DELPERO, JOSH AND BENNY SAFDIE"
Thief,Michael Mann,4,"RYAN COOGLER, AMY IRVING, AYO EDEBIRI, PATRICK BRICE"
The Grifters,Stephen Frears,4,"DANNY BOYLE, LUCY LIU, CLAIRE DANES, ARI ASTER"
Trainspotting,Danny Boyle,4,"ROSE BYRNE, BEN AFFLECK, JARVIS COCKER, CHELSEA PERETTI"
Rushmore,Wes Anderson,4,"TED DANSON & MARY STEENBURGEN, LAURA ALBERT & JEFF FEUERZEIG, THE WOLFPACK, FLYING LOTUS"
Lost Highway,David Lynch,4,"LAV DIAZ, JOSH BROLIN, MARY HARRON, AGNÈS B."
Le samouraï,Jean-Pierre Melville,4,"LAV DIAZ, JOSEPH KOSINSKI, CHARLES MELTON, RAÚL CASTILLO"
The Tin Drum,Volker Schlöndorff,4,"WILL ARNETT, RAMELL ROSS, KERRY CONDON, RICHARD E. GRANT"
Pina,Wim Wenders,4,"FLORENCE WELCH, KATYA ZAMOLODCHIKOVA, KEN BURNS, MAYA AND ETHAN HAWKE"
I Married a Witch,René Clair,4,"FLORENCE WELCH, CHERYL DUNYE, SEAN BAKER, LAURIE ANDERSON"
Black Narcissus,Michael Powell and Emeric Pressburger,4,"GUILLERMO DEL TORO, EDGAR WRIGHT, HARI NEF, ISABEL SANDOVAL"
Hollywood Shuffle,Robert Townsend,4,"VINCE STAPLES, BEN AFFLECK, KEVIN SMITH, CHELSEA PERETTI"
Tampopo,Juzo Itami,4,"BI GAN, KAHLIL JOSEPH, ANDREW GARFIELD, DANIELS"
To Be or Not to Be,Ernst Lubitsch,4,"TOM ROTHMAN, KEN BURNS, CHIARA MASTROIANNI, MATÍAS PIÑEIRO"
The Ice Storm,Ang Lee,4,"TOM ROTHMAN, SETH ROGEN & EVAN GOLDBERG, MAURA TIERNEY, CAROL KANE"
The Big Chill,Lawrence Kasdan,4,"TOM ROTHMAN, AIMEE LOU WOOD, JOEL KIM BOOSTER, FIVE COMICS"
Twin Peaks: Fire Walk with Me,David Lynch,4,"NIA DACOSTA, JOHN WATERS, GREGG ARAKI, JACQUELINE NOVAK AND JOHN EARLY"
Tiny Furniture,Lena Dunham,4,"RACHEL SENNOTT, JULIA FOX, JEREMY O. HARRIS, DESIREE AKHAVAN"
Some Like It Hot,Billy Wilder,4,"CLAIRE DANES, RICHARD E. GRANT, FIVE COMICS, RON SHELTON"
A Woman Under the Influence,John Cassavetes,4,"CLAIRE DANES, JAMIE LEE CURTIS, ZOË KRAVITZ AND CHANNING TATUM, CHARLOTTE WELLS"
The Virgin Suicides,Sofia Coppola,4,"ELLE FANNING, JULIA FOX, DAN LEVY, JULIO TORRES"
The Worst Person in the World,Joachim Trier,4,"ELLE FANNING, AMELIA DIMOLDENBERG, NATHALIE EMMANUEL, GREG GONZALEZ"
Matewan,John Sayles,4,"BILLY CRUDUP, ANDRÉ HOLLAND, WINONA RYDER, KEMP POWERS"
Rashomon,Akira Kurosawa,4,"NICK OFFERMAN, FRANÇOIS GIRARD, PAUL GIAMATTI, BARRY JENKINS"
Crash,David Cronenberg,4,"DIANE KRUGER, ETHEL CAIN, ROSANNA ARQUETTE, BERTRAND BONELLO"
World of Wong Kar Wai,Collector’s Set,4,"LUCA GUADAGNINO, BRADY CORBET, RAMELL ROSS, ALESSANDRO BORGHI, FELIX VAN GROENINGEN, AND CHARLOTTE VANDERMEERSCH"
"Chantal Akerman Masterpieces, 1968–1978",Collector’s Set,4,"MARK DUPLASS, KRISTIN SCOTT THOMAS, CHERYL DUNYE, ST. VINCENT"
Sid & Nancy,Alex Cox,4,"JOSH BROLIN, ROGER & JAMES DEAKINS, MARY HARRON, ALAN PALOMO"
A Matter of Life and Death,Michael Powell and Emeric Pressburger,4,"DAVID BYRNE, ANNIE BAKER AND LUCIAN JOHNSTON, SALLY POTTER, CHRISTIAN PETZOLD"
Miller’s Crossing,Joel Coen,4,"BEN AFFLECK, BARRY SONNENFELD, TIM BLAKE NELSON, ELVIS MITCHELL"
Dazed and Confused,Richard Linklater,4,"BEN AFFLECK, ST. VINCENT, VICKY KRIEPS, ISABEL SANDOVAL"
The Silence of the Lambs,Jonathan Demme,4,"BEN AFFLECK, BETSEY JOHNSON, TUNDE ADEBIMPE, ERIC BANA"
Breathless,Jean-Luc Godard,4,"SETH ROGEN & EVAN GOLDBERG, JOSEPH KOSINSKI, PAMELA ANDERSON, BARRY JENKINS"
The Cameraman,Edward Sedgwick,4,"SETH ROGEN & EVAN GOLDBERG, CHERYL DUNYE, MATTEO GARRONE, BILL AND TURNER ROSS"
The Killing,Stanley Kubrick,4,"SETH ROGEN & EVAN GOLDBERG, FRANÇOIS GIRARD, ZOË KRAVITZ AND CHANNING TATUM, THE WOLFPACK"
Original Cast Album: “Company”,D. A. Pennebaker,4,"JUDD APATOW, ANDREW GARFIELD, JEREMY O. HARRIS, JOHN DARNIELLE"
Elevator to the Gallows,Louis Malle,4,"KRISTIN SCOTT THOMAS, PETER WOLF, JOSEPH KOSINSKI, PAMELA ANDERSON"
McCabe & Mrs. Miller,Robert Altman,4,"BETSEY JOHNSON, GRIFFIN DUNNE, MARC MARON, KERRY CONDON"
Ghost Dog: The Way of the Samurai,Jim Jarmusch,4,"RZA, JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON, RAMELL ROSS, WINONA RYDER"
Uncut Gems,Josh Safdie and Benny Safdie,4,"JAMIE LEE CURTIS, NATASHA LYONNE, MINNIE DRIVER, JOEL EDGERTON"
The Parallax View,Alan J. Pakula,4,"JOSEPH KOSINSKI, ARI ASTER, WILCO, ELVIS MITCHELL"
Five Easy Pieces,Bob Rafelson,4,"MIKEY MADISON, MICHAEL SHANNON, CALLUM TURNER, ETHAN HAWKE AND JONATHAN MARC SHERMAN"
Odd Man Out,Carol Reed,4,"DAVID CRONENBERG, DICK CAVETT, KEN BURNS, JOHN DWYER"
Stagecoach,John Ford,4,"DICK CAVETT, BILL POPE, PARK CHAN-WOOK, THE WOLFPACK"
David Lean Directs Noël Coward,Collector’s Set,4,"DICK CAVETT, FRANCIS FORD COPPOLA, JACK GARFEIN, CHARLOTTE WELLS"
My Life as a Dog,Lasse Hallström,4,"SIMON PEGG, JOEL EDGERTON, CARL FRANKLIN, COLIN QUINN"
Black Girl,Ousmane Sembène,4,"TUNDE ADEBIMPE, ROSINE MBAKAM, YO LA TENGO, CAULEEN SMITH"
Safe,Todd Haynes,4,"BARBIE FERREIRA, CHARLES MELTON, PETER SARSGAARD, DESIREE AKHAVAN"
Being John Malkovich,Spike Jonze,4,"PAUL W. DOWNS, MICHAEL SHANNON, CHARLOTTE GAINSBOURG, BEN SINCLAIR"
Cold War,Paweł Pawlikowski,4,"AIMEE LOU WOOD, EDWARD BERGER, BILL HADER, MANUEL GARCIA-RULFO"
The Complete Monterey Pop Festival,Collector’s Set,4,"QUESTLOVE, BEN GIBBARDS, RICKIE LEE JONES, YO LA TENGO"
Gimme Shelter,"David Maysles, Albert Maysles, and Charlotte Zwerin",4,"QUESTLOVE, KEVIN BACON, MARC MARON, THE WOLFPACK"
Amarcord,Federico Fellini,4,"DIEGO LUNA, BILL HADER, LUCRECIA MARTEL, PHILIP KAUFMAN"
Umberto D.,Vittorio De Sica,4,"NATASHA LYONNE, MOLLY RINGWALD, WILLIAM FRIEDKIN, MARCO BELLOCCHIO"
Sunday Bloody Sunday,John Schlesinger,4,"NATASHA LYONNE, WILLIAM FRIEDKIN, FIVE COMICS, LAURIE ANDERSON"
The Spirit of the Beehive,Víctor Erice,4,"MICHELLE ZAUNER, KLEBER MENDONÇA FILHO, HLYNUR PÁLMASON, DESIREE AKHAVAN"
Mean Streets,Martin Scorsese,4,"ROSAMUND PIKE, CHIARA MASTROIANNI, JR, CALLUM TURNER"
All About My Mother,Pedro Almodóvar,4,"JULIA FOX, KERRY CONDON, AGNÈS B., TRACE LYSETTE"
The Exterminating Angel,Luis Buñuel,4,"ALAIN GUIRAUDIE, AZAZEL JACOBS, EDWARD BERGER, BEN GIBBARDS"
The Qatsi Trilogy,Collector’s Set,4,"KARYN KUSAMA, RAMELL ROSS, GINTS ZILBALODIS, BENJAMIN MILLEPIED"
Girlfriends,Claudia Weill,4,"AZAZEL JACOBS, AMELIA DIMOLDENBERG, JEREMY O. HARRIS, CHELSEA PERETTI"
Rebecca,Alfred Hitchcock,4,"KEN BURNS, CHIARA MASTROIANNI, TYLER MITCHELL, FLOYD NORMAN"
Life Is Sweet,Mike Leigh,4,"HARRIS DICKINSON, PARK CHAN-WOOK, DESIREE AKHAVAN, SEAN BAKER"
The Night of the Hunter,Charles Laughton,4,"CHIARA MASTROIANNI, CHARLOTTE GAINSBOURG, KERRY CONDON, AGNÈS B."
The Lady Vanishes,Alfred Hitchcock,4,"JOHN LITHGOW, LUCRECIA MARTEL, EUZHAN PALCY, RON SHELTON"
Fantastic Mr. Fox,Wes Anderson,4,"NICHOLAS HOULT, JARVIS COCKER, GINTS ZILBALODIS, FLYING LOTUS"
Eclipse Series 23: The First Films of Akira Kurosawa,Collector’s Set,4,"JULIETTE BINOCHE AND RALPH FIENNES, JOHNNIE TO, MARIANNE JEAN-BAPTISTE & MIKE LEIGH, BENJAMIN MILLEPIED"
M,Fritz Lang,4,"JACQUES AUDIARD, WILLIAM FRIEDKIN, AMY HECKERLING, THE WOLFPACK"
Time,Garrett Bradley,4,"WALTER SALLES, TYLER MITCHELL, BILL AND TURNER ROSS, SAUL WILLIAMS AND ANISIA UZEYMAN"
Stalker,Andrei Tarkovsky,4,"RAMELL ROSS, ANNA KENDRICK, CAULEEN SMITH, FLYING LOTUS"
Harakiri,Masaki Kobayashi,4,"JOHNNIE TO, KOJI YAKUSHO, HIDEO KOJIMA, KOJI YAKUSHO"
Local Hero,Bill Forsyth,4,"DYLAN BAKER, LILY GLADSTONE & ERICA TREMBLAY, CAROL KANE, JASON SCHWARTZMAN"
Eclipse Series 24: The Actuality Dramas of Allan King,Collector’s Set,4,"BILL HADER, MICHAEL CERA, TIM ROBBINS, ALDEN EHRENREICH"
Cat People,Jacques Tourneur,4,"BILL HADER, PAUL GIAMATTI, KIM CATTRALL, LUCRECIA MARTEL"
Midnight Cowboy,John Schlesinger,4,"ZOË KRAVITZ AND CHANNING TATUM, SUSANNA HOFFS, BEN SINCLAIR, ALDEN EHRENREICH"
Mishima: A Life in Four Chapters,Paul Schrader,4,"ARI ASTER, HARI NEF, ISABEL SANDOVAL, JOACHIM TRIER"
Burden of Dreams,Les Blank,4,"MARC MARON, LILA AVILÉS, SARA DOSA, THE WOLFPACK"
Carnival of Souls,Herk Harvey,4,"PAUL GIAMATTI, YO LA TENGO, LUCRECIA MARTEL, FLYING LOTUS"
Solaris,Andrei Tarkovsky,4,"PAUL GIAMATTI, ROGER & JAMES DEAKINS, JOACHIM TRIER, THE WOLFPACK"
The Signifyin’ Works of Marlon Riggs,Collector’s Set,4,"CHERYL DUNYE, KLEBER MENDONÇA FILHO, JOHN DARNIELLE, GARRETT BRADLEY"
Le Havre,Aki Kaurismäki,4,"BEN GIBBARDS, THE QUAY BROTHERS, RICHARD AYOADE, VOLKER SCHLÖNDORFF"
Stage and Spectacle: Three Films by Jean Renoir,Collector’s Set,4,"MATÍAS PIÑEIRO, JACK GARFEIN, PHILIP KAUFMAN, RENATE REINSVE"
Portrait of a Lady on Fire,Céline Sciamma,3,"JODIE FOSTER, AMELIA DIMOLDENBERG, LINA RODRIGUEZ"
Michael Haneke: Trilogy,Collector’s Set,3,"ATOM EGOYAN, ARI ASTER, JOEL EDGERTON"
Working Girls,Lizzie Borden,3,"ATOM EGOYAN, ROSANNA ARQUETTE, SARITA CHOUDHURY"
The Night Porter,Liliana Cavani,3,"ATOM EGOYAN, KRISTIN SCOTT THOMAS, PETER SARSGAARD"
Martin Scorsese’s World Cinema Project No. 3,Collector’s Set,3,"WAGNER MOURA, KLEBER MENDONÇA FILHO, CARL FRANKLIN"
Martin Scorsese’s World Cinema Project No. 2,Collector’s Set,3,"WAGNER MOURA, HARRIS DICKINSON, PAYAL KAPADIA"
Rosetta,Luc Dardenne and Jean-Pierre Dardenne,3,"WAGNER MOURA, CILLIAN MURPHY, JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON"
love jones,Theodore Witcher,3,"RYAN COOGLER, TRACE LYSETTE, ELVIS MITCHELL"
An Unmarried Woman,Paul Mazursky,3,"ROSE BYRNE, JASON SCHWARTZMAN, TRACE LYSETTE"
Hobson’s Choice,David Lean,3,"TED DANSON & MARY STEENBURGEN, AZAZEL JACOBS, CAROL KANE"
Ugetsu,Kenji Mizoguchi,3,"LAV DIAZ, JULIA FOX, HIDEO KOJIMA"
Les Blank: Always for Pleasure,Les Blank,3,"WILL ARNETT, MATÍAS PIÑEIRO, BILL AND TURNER ROSS"
Häxan,Benjamin Christensen,3,"FLORENCE WELCH, JENNIFER KENT, CATE BLANCHETT AND TODD FIELD"
Jackie Chan: Emergence of a Superstar,Collector’s Set,3,"LUCY LIU, SETH ROGEN & EVAN GOLDBERG, JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON"
"Jo Jo Dancer, Your Life Is Calling",Richard Pryor,3,"VINCE STAPLES, NATASHA LYONNE, CARRIE COON"
The Philadelphia Story,George Cukor,3,"TOM ROTHMAN, DICK CAVETT, JOEL KIM BOOSTER"
Carnal Knowledge,Mike Nichols,3,"YORGOS LANTHIMOS, BILLY CRUDUP, BENNY SAFDIE"
Breaking the Waves,Lars von Trier,3,"UDO KIER, PETER SARSGAARD, UDO KIER"
A Hard Day’s Night,Richard Lester,3,"EDGAR WRIGHT, AMELIA DIMOLDENBERG, MIKE LEIGH"
America Lost and Found: The BBS Story,Collector’s Set,3,"EDGAR WRIGHT, MICHAEL SHANNON, WILCO"
Dogfight,Nancy Savoca,3,"CLAIRE DANES, KARYN KUSAMA, KERRY CONDON"
Daisies,Věra Chytilová,3,"ELLE FANNING, ROSAMUND PIKE, ARI ASTER"
Bringing Up Baby,Howard Hawks,3,"ELLE FANNING, GREGG ARAKI, NEAL BRENNAN"
I Knew Her Well,Antonio Pietrangeli,3,"ELLE FANNING, ISABELLE HUPPERT, DESIREE AKHAVAN"
Dead Man,Jim Jarmusch,3,"NICK OFFERMAN, DAVID BYRNE, BILL AND TURNER ROSS"
Wim Wenders: The Road Trilogy,Collector’s Set,3,"BENNY SAFDIE, JEREMY THOMAS, GARRETT BRADLEY"
The Great Escape,John Sturges,3,"BENNY SAFDIE, AMY IRVING, ERIC BANA"
Dietrich & von Sternberg in Hollywood,Collector’s Set,3,"DIANE KRUGER, MOLLY RINGWALD, ALESSANDRO BORGHI, FELIX VAN GROENINGEN, AND CHARLOTTE VANDERMEERSCH"
Easy Rider,Dennis Hopper,3,"DIANE KRUGER, MIKEY MADISON, CRISTIAN MUNGIU"
The Naked Kiss,Samuel Fuller,3,"LUCA GUADAGNINO, HARI NEF, OWEN KLINE"
Drugstore Cowboy,Gus Van Sant,3,"JOSH BROLIN, MATT DILLON, BARBIE FERREIRA"
Paper Moon,Peter Bogdanovich,3,"ALICIA SILVERSTONE, JAMIE LEE CURTIS, MAURA TIERNEY"
Menace II Society,Albert Hughes and Allen Hughes,3,"WYCLEF JEAN, JOHN DAVID WASHINGTON AND MALCOLM WASHINGTON, NEAL BRENNAN"
The Elephant Man,David Lynch,3,"BEN AFFLECK, MICHAEL SHANNON, KYLE MACLACHLAN"
George Washington,David Gordon Green,3,"JUDD APATOW, BARRY JENKINS, KERRY CONDON"
Ivan’s Childhood,Andrei Tarkovsky,3,"KRISTIN SCOTT THOMAS, JERZY SKOLIMOWSKI, NICOLAS WINDING REFN"
Touki bouki,Djibril Diop Mambéty,3,"MATT DILLON, BILL AND TURNER ROSS, SAUL WILLIAMS AND ANISIA UZEYMAN"
Band of Outsiders,Jean-Luc Godard,3,"PETER WOLF, MOLLY RINGWALD, BILL POPE"
The Manchurian Candidate,John Frankenheimer,3,"JAMIE LEE CURTIS, KYLE MACLACHLAN, JOHN DWYER"
Eyes Without a Face,Georges Franju,3,"MIKEY MADISON, CHARLES MELTON, LUCRECIA MARTEL"
Mystery Train,Jim Jarmusch,3,"BOWEN YANG, ALAN PALOMO, PATRICK BRICE"
The Vanishing,George Sluizer,3,"BARBIE FERREIRA, ZOË KRAVITZ AND CHANNING TATUM, ASIF KAPADIA"
Betty Blue,Jean-Jacques Beineix,3,"BARBIE FERREIRA, MINNIE DRIVER, GARRETT BRADLEY"
Polyester,John Waters,3,"BARBIE FERREIRA, KATYA ZAMOLODCHIKOVA, RODARTE"
Red Desert,Michelangelo Antonioni,3,"BARBIE FERREIRA, PARK CHAN-WOOK, PAUL B. PRECIADO"
Election,Alexander Payne,3,"PAUL W. DOWNS, DAN LEVY, TAVI GEVINSON"
Town Bloody Hall,Chris Hegedus and D. A. Pennebaker,3,"LENA DUNHAM, NATASHA LYONNE, MAURA TIERNEY"
Night on Earth,Jim Jarmusch,3,"LENA DUNHAM, ERIC BANA, MARIANNE JEAN-BAPTISTE & MIKE LEIGH"
Broadcast News,James L. Brooks,3,"AIMEE LOU WOOD, GINA PRINCE-BYTHEWOOD, TAVI GEVINSON"
Bamboozled,Spike Lee,3,"QUESTLOVE, JANE SCHOENBRUN, NEAL BRENNAN"
Belle de jour,Luis Buñuel,3,"KATYA ZAMOLODCHIKOVA, CHARLOTTE GAINSBOURG, HARI NEF"
L’eclisse,Michelangelo Antonioni,3,"ROSAMUND PIKE, SARITA CHOUDHURY, VOLKER SCHLÖNDORFF"
A Taste of Honey,Tony Richardson,3,"ROSAMUND PIKE, KIM CATTRALL, RICKIE LEE JONES"
Scorsese Shorts,Martin Scorsese,3,"ROSAMUND PIKE, JOHNNIE TO, LILY GLADSTONE & ERICA TREMBLAY"
Roberto Rossellini’s War Trilogy,Collector’s Set,3,"ALAIN GUIRAUDIE, EDWARD BERGER, MATTEO GARRONE"
Eric Rohmer’s Tales of the Four Seasons,Collector’s Set,3,"CARRIE COON, MOLLY RINGWALD, GREG GONZALEZ"
The Damned,Luchino Visconti,3,"KARYN KUSAMA, BRADY CORBET, CARL FRANKLIN"
The Ascent,Larisa Shepitko,3,"BRADY CORBET, DYLAN BAKER, CATE BLANCHETT AND TODD FIELD"
The Watermelon Woman,Cheryl Dunye,3,"ZEINABU IRENE DAVIS, CHERYL DUNYE, TYLER MITCHELL"
Saint Omer,Alice Diop,3,"ZEINABU IRENE DAVIS, ISABELLE HUPPERT, ANNA KENDRICK"
Breaker Morant,Bruce Beresford,3,"ERIC BANA, ALICIA MALONE, ETHAN HAWKE AND JONATHAN MARC SHERMAN"
Divorce Italian Style,Pietro Germi,3,"CHIARA MASTROIANNI, LESLIE HARRIS, MIKE LEIGH"
Things to Come,William Cameron Menzies,3,"CHIARA MASTROIANNI, BEN WHEATLEY, NICOLAS WINDING REFN"
Vampyr,Carl Th. Dreyer,3,"JACQUES AUDIARD, WILLIAM FRIEDKIN, THE QUAY BROTHERS"
Andrei Rublev,Andrei Tarkovsky,3,"WALTER SALLES, NURI BILGE CEYLAN, MATTEO GARRONE"
The Prince of Tides,Barbra Streisand,3,"KEVIN SMITH, LILA AVILÉS, KERRY CONDON"
Deep Cover,Bill Duke,3,"KEVIN SMITH, KEMP POWERS, THEODORE WITCHER"
Ashes and Diamonds,Andrzej Wajda,3,"MARIANNE JEAN-BAPTISTE & MIKE LEIGH, WILLEM DAFOE, JERZY SKOLIMOWSKI"
EO,Jerzy Skolimowski,3,"MARIANNE JEAN-BAPTISTE & MIKE LEIGH, JR, CHARLES MELTON"
After Hours,Martin Scorsese,3,"GINTS ZILBALODIS, JULIO TORRES, KLEBER MENDONÇA FILHO"
Lost in America,Albert Brooks,3,"WINONA RYDER, KLEBER MENDONÇA FILHO, JAMES L. BROOKS"
Salvatore Giuliano,Francesco Rosi,3,"BILL HADER, JOHN DARNIELLE, IRA SACHS"
The Fisher King,Terry Gilliam,3,"ZOË KRAVITZ AND CHANNING TATUM, CAROL KANE, ALESSANDRO BORGHI, FELIX VAN GROENINGEN, AND CHARLOTTE VANDERMEERSCH"
Old Joy,Kelly Reichardt,3,"LILY GLADSTONE & ERICA TREMBLAY, BEN GIBBARDS, BEN SINCLAIR"
Frances Ha,Noah Baumbach,3,"LILY GLADSTONE & ERICA TREMBLAY, MAYA AND ETHAN HAWKE, FIVE COMICS"
An Angel at My Table,Jane Campion,3,"MAYA AND ETHAN HAWKE, MINNIE DRIVER, LEE UNKRICH"
Tess,Roman Polanski,3,"MAYA AND ETHAN HAWKE, JOSH AND BENNY SAFDIE, BONG JOON HO"
Bottle Rocket,Wes Anderson,3,"AYO EDEBIRI, M.I.A. AND STEPHEN LOVERIDGE, PATRICK BRICE"
The Funeral,Juzo Itami,3,"AYO EDEBIRI, KOJI YAKUSHO, KOJI YAKUSHO"
Weekend,Andrew Haigh,3,"DAN LEVY, BARRY JENKINS, RAVEN JACKSON"
The Devil’s Backbone,Guillermo del Toro,3,"WILLEM DAFOE, EUZHAN PALCY, RAVEN JACKSON"
My Winnipeg,Guy Maddin,3,"CATE BLANCHETT AND TODD FIELD, WILCO, LAURIE ANDERSON"
Diamonds of the Night,Jan Němec,3,"AGNIESZKA HOLLAND, ST. VINCENT, JERZY SKOLIMOWSKI"
Red Beard,Akira Kurosawa,3,"KOJI YAKUSHO, KOJI YAKUSHO, ALEXANDER PAYNE"
The Killing of a Chinese Bookie,John Cassavetes,3,"WILLIAM FRIEDKIN, TIM BLAKE NELSON, MARY HARRON"
Beyond the Valley of the Dolls,Russ Meyer,3,"JOHN WATERS, SUSANNA HOFFS, YO LA TENGO"
Day for Night,François Truffaut,3,"SARITA CHOUDHURY, RICHARD E. GRANT, DESIREE AKHAVAN"
Nashville,Robert Altman,3,"KIM CATTRALL, RICHARD E. GRANT, TIM ROBBINS"
Antichrist,Lars von Trier,3,"CHARLOTTE GAINSBOURG, BILL HADER, SLAVOJ ŽIŽEK"
Cronos,Guillermo del Toro,3,"BONG JOON HO, KEMP POWERS, EUZHAN PALCY"
Don’t Look Now,Nicolas Roeg,3,"GINA GERSHON, KLEBER MENDONÇA FILHO, ASIF KAPADIA"
Design for Living,Ernst Lubitsch,3,"ANNIE BAKER AND LUCIAN JOHNSTON, HARI NEF, LAURIE ANDERSON"
Eclipse Series 12: Aki Kaurismäki’s Proletariat Trilogy,Collector’s Set,3,"BEN GIBBARDS, LILA AVILÉS, THE QUAY BROTHERS"
Knife in the Water,Roman Polanski,3,"NURI BILGE CEYLAN, FREDERICK WISEMAN, DESIREE AKHAVAN"
Me and You and Everyone We Know,Miranda July,3,"CHELSEA PERETTI, SARA DOSA, NEAL BRENNAN"
My Man Godfrey,Gregory La Cava,3,"RICKIE LEE JONES, MARY HARRON, FLOYD NORMAN"
